technique_id,name,description,tactics_str,platforms,entity_count,group_count,software_count,frequency_category,total_score,all_entities,groups,software,Claude Classification,Claude Reasoning,Claude Network_Artifact,Gork Classification,Grok Reasoning,Gork Network Artifact,GPT Classification,GPT Reasoning,GPT Network Artifact,Gemini Classification,Gemini Reasoning,Gemini Network Artifact
T1555,Credentials from Password Stores,"Adversaries may search for common password storage locations to obtain user credentials.(Citation: F-Secure The Dukes) Passwords are stored in several places on a system, depending on the operating system or application holding the credentials. There are also specific applications and services that ...",credential-access,"IaaS, Linux, macOS, Windows",2,1,1,Medium,24.4,"Carberp, Malteiro",Malteiro,Carberp,NO,Password store access is local application data,None,NO,Local credential access no network traffic,None,NO,Steals credentials from password stores,None,NO,Local file access is invisible,None
T1120,Peripheral Device Discovery,Adversaries may attempt to gather information about attached peripheral devices and components connected to a computer system.(Citation: Peripheral Discovery Linux)(Citation: Peripheral Discovery macOS) Peripheral devices could include auxiliary resources that support a variety of functionalities su...,discovery,"Linux, Windows, macOS",1,0,1,Rare,24.4,QakBot,,QakBot,NO,Peripheral discovery queries local device APIs,None,NO,Local device discovery no network traffic,None,NO,Discovers peripheral devices locally,None,NO,Local hardware query is invisible,None
T1090.001,Internal Proxy,"Adversaries may use an internal proxy to direct command and control traffic between two or more systems in a compromised environment. Many tools exist that enable traffic redirection through proxies or port redirection, including [HTRAN](https://attack.mitre.org/software/S0040), ZXProxy, and ZXPortM...",command-and-control,"Linux, Network Devices, Windows, macOS, ESXi",1,1,0,Rare,24.4,Lazarus Group,Lazarus Group,,PARTIAL,Internal proxy visible via internal connection patterns,"Unexpected internal forwarding, connection chains",PARTIAL,Internal redirections visible in flows,Internal proxy traffic,PARTIAL,Uses internal proxy within network,Internal proxy traffic patterns,PARTIAL,Internal traffic redirection visible in flow,Port forwarding traffic
T1102.001,Dead Drop Resolver,"Adversaries may use an existing, legitimate external Web service to host information that points to additional command and control (C2) infrastructure. Adversaries may post content, known as a dead drop resolver, on Web services with embedded (and often obfuscated/encoded) domains or IP addresses. O...",command-and-control,"ESXi, Linux, macOS, Windows",1,1,0,Rare,24.4,RTM,RTM,,PARTIAL,Dead drop resolver queries to web services visible,"Unusual web service API calls, timing",PARTIAL,Access to resolvers generates requests,Requests to drop sites,PARTIAL,Uses dead drop resolvers via web,HTTP fetches to paste sites,YES,DNS/Web request to resolver visible,Traffic to specific dead drop URL
T1069.001,Local Groups,Adversaries may attempt to find local system groups and permission settings. The knowledge of local system permission groups can help adversaries determine which groups exist and which users belong to a particular group. Adversaries may use this information to determine which users have elevated per...,discovery,"Linux, macOS, Windows",1,0,1,Rare,24.4,QakBot,,QakBot,NO,Local group enumeration queries local SAM,None,NO,Local group discovery no network traffic,None,NO,Lists local groups locally,None,NO,Local group query is invisible,None
T1104,Multi-Stage Channels,"Adversaries may create multiple stages for command and control that are employed under different conditions or for certain functions. Use of multiple stages may obfuscate the command and control channel to make detection more difficult.

Remote access tools will call back to the first-stage command ...",command-and-control,"Linux, macOS, Windows, ESXi",1,1,0,Rare,24.4,Lazarus Group,Lazarus Group,,PARTIAL,Multi-stage C2 shows sequential connection patterns,"Connection sequence patterns, stage indicators",PARTIAL,Multi-stage C2 patterns in traffic,Chained C2 flows,PARTIAL,Uses multi-stage C2 channels,Layered communication sequences,YES,Different protocols for stages visible,"Stage 1 HTTP, Stage 2 TCP"
T1219.002,Remote Desktop Software,"An adversary may use legitimate desktop support software to establish an interactive command and control channel to target systems within networks. Desktop support software provides a graphical interface for remotely controlling another computer, transmitting the display output, keyboard input, and ...",command-and-control,"Linux, macOS, Windows",1,1,0,Rare,24.4,RTM,RTM,,PARTIAL,Remote desktop software encrypted but connection visible,"Known RDP ports, connection metadata",PARTIAL,Software traffic but anomalies possible,Unusual desktop flows,PARTIAL,Uses remote desktop software channels,Encrypted remote desktop traffic,YES,RDP/VNC traffic visible via protocol ID,RDP/VNC headers
T1555.005,Password Managers,"Adversaries may acquire user credentials from third-party password managers.(Citation: ise Password Manager February 2019) Password managers are applications designed to store user credentials, normally in an encrypted database. Credentials are typically accessible after a user provides a master pas...",credential-access,"Linux, macOS, Windows",2,1,1,Medium,24.4,"Indrik Spider, TrickBot",Indrik Spider,TrickBot,NO,Password manager access is local application operation,None,NO,Local password manager access no network,None,NO,Steals from password managers locally,None,NO,Local file access is invisible,None
T1568.001,Fast Flux DNS,"Adversaries may use Fast Flux DNS to hide a command and control channel behind an array of rapidly changing IP addresses linked to a single domain resolution. This technique uses a fully qualified domain name, with multiple IP addresses assigned to it which are swapped with high frequency, using a c...",command-and-control,"Linux, macOS, Windows, ESXi",1,1,0,Rare,24.4,TA505,TA505,,YES,Fast flux DNS detectable via rapid IP resolution changes,"TTL anomalies, IP rotation frequency",PARTIAL,Fast flux shows rapid DNS changes,Rapid IP rotations,YES,Uses fast flux DNS for infrastructure,Rapidly changing DNS responses,YES,Rapid IP change for single domain visible,"Short TTL, multiple A records"
T1136.001,Local Account,"Adversaries may create a local account to maintain access to victim systems. Local accounts are those configured by an organization for use by users, remote support, services, or for administration on a single system or service. 

For example, with a sufficient level of access, the Windows <code>net...",persistence,"Linux, macOS, Windows, Network Devices, Containers, ESXi",2,1,1,Medium,24.4,"Carbanak, Indrik Spider",Indrik Spider,Carbanak,NO,Local account creation is local SAM/directory operation,None,NO,Local account creation no network traffic,None,NO,Creates local accounts,None,NO,Local account creation is invisible,None
T1021.005,VNC,Adversaries may use [Valid Accounts](https://attack.mitre.org/techniques/T1078) to remotely control machines using Virtual Network Computing (VNC).  VNC is a platform-independent desktop sharing system that uses the RFB (“remote framebuffer”) protocol to enable users to remotely control another comp...,lateral-movement,"Linux, Windows, macOS",3,1,2,Medium,24.2,"Carberp, GCMAN, TrickBot",GCMAN,"Carberp, TrickBot",PARTIAL,VNC may be unencrypted or show connection patterns,"VNC handshakes, connection metadata",PARTIAL,VNC encrypted metadata observable,"VNC ports, flows",PARTIAL,VNC sessions may be encrypted,VNC connection patterns,PARTIAL,Encrypted flow; anomaly detection required,VNC handshake (RFB protocol)
T1040,Network Sniffing,"Adversaries may passively sniff network traffic to capture information about an environment, including authentication material passed over the network. Network sniffing refers to using the network interface on a system to monitor or capture information sent over a wired or wireless connection. An ad...","credential-access, discovery","Linux, macOS, Windows, Network Devices, IaaS",1,1,0,Rare,23.9,DarkVishnya,DarkVishnya,,NO,Network sniffing is passive capture generating no traffic,None,NO,Passive sniffing generates no traffic,None,NO,Sniffs network traffic without sending,None,NO,Passive listening generates no traffic,None
T1115,Clipboard Data,"Adversaries may collect data stored in the clipboard from users copying information within or between applications. 

For example, on Windows adversaries can access clipboard data by using <code>clip.exe</code> or <code>Get-Clipboard</code>.(Citation: MSDN Clipboard)(Citation: clip_win_server)(Citat...",collection,"Linux, macOS, Windows",2,1,1,Medium,23,"APT38, Zeus Panda",APT38,Zeus Panda,NO,Clipboard data access is local memory operation,None,NO,Local clipboard access no network traffic,None,NO,Captures clipboard data locally,None,NO,Local clipboard access is invisible,None
T1072,Software Deployment Tools,Adversaries may gain access to and use centralized software suites installed within an enterprise to execute commands and move laterally through the network. Configuration management and software deployment applications may be used in an enterprise network or cloud environment for routine administra...,"execution, lateral-movement","Linux, macOS, Network Devices, SaaS, Windows",2,1,1,Medium,21.8,"Silence, Wiper",Silence,Wiper,PARTIAL,Software deployment tools may show network distribution,"Unusual deployment traffic, mass distribution",PARTIAL,Deployment commands may be observable,Unusual deployment traffic,PARTIAL,Uses deployment tools over network,Management protocol communications,YES,SCCM/PDQ traffic visible on wire,SCCM/SMB traffic patterns
T1098,Account Manipulation,"Adversaries may manipulate accounts to maintain and/or elevate access to victim systems. Account manipulation may consist of any action that preserves or modifies adversary access to a compromised account, such as modifying credentials or permission groups.(Citation: FireEye SMOKEDHAM June 2021) The...","persistence, privilege-escalation","Containers, ESXi, IaaS, Identity Provider, Linux, macOS, Network Devices, Office Suite, SaaS, Windows",1,1,0,Rare,21,Lazarus Group,Lazarus Group,,PARTIAL,Account manipulation may generate directory service traffic,LDAP modification traffic,PARTIAL,Account changes generate auth traffic,AD modification requests,NO,Manipulates accounts via OS or AD,None,PARTIAL,AD changes visible via replication/logs,LDAP modification traffic
T1547.009,Shortcut Modification,"Adversaries may create or modify shortcuts that can execute a program during system boot or user login. Shortcuts or symbolic links are used to reference other files or programs that will be opened or executed when the shortcut is clicked or executed by a system startup process.

Adversaries may abu...","persistence, privilege-escalation",Windows,1,1,0,Rare,21,Lazarus Group,Lazarus Group,,NO,Shortcut modification is local file system operation,None,NO,Local shortcut mod no network traffic,None,NO,Modifies shortcut files locally,None,NO,Local LNK file mod is invisible,None
T1037.001,Logon Script (Windows),Adversaries may use Windows logon scripts automatically executed at logon initialization to establish persistence. Windows allows logon scripts to be run whenever a specific user or group of users log into a system.(Citation: TechNet Logon Scripts) This is done via adding a path to a script to the <...,"persistence, privilege-escalation",Windows,1,1,0,Rare,21,Cobalt Group,Cobalt Group,,NO,Logon script configuration is local policy operation,None,NO,Local logon script no network traffic,None,NO,Uses logon scripts locally,None,PARTIAL,Script retrieval from SYSVOL visible,SMB Read of script in SYSVOL
T1053.003,Cron,Adversaries may abuse the <code>cron</code> utility to perform task scheduling for initial or recurring execution of malicious code.(Citation: 20 macOS Common Tools and Techniques) The <code>cron</code> utility is a time-based job scheduler for Unix-like operating systems.  The <code> crontab</code>...,"execution, persistence, privilege-escalation","Linux, macOS, ESXi",1,1,0,Rare,20.47,APT38,APT38,,NO,Cron job creation is local system operation,None,NO,Local cron scheduling no network traffic,None,NO,Schedules jobs via cron locally,None,NO,Local cron job creation is invisible,None
T1132,Data Encoding,"Adversaries may encode data to make the content of command and control traffic more difficult to detect. Command and control (C2) information can be encoded using a standard data encoding system. Use of data encoding may adhere to existing protocol specifications and includes use of ASCII, Unicode, ...",command-and-control,"Linux, macOS, Windows, ESXi",1,0,1,Rare,20.4,Ursnif,,Ursnif,PARTIAL,Data encoding requires cleartext visibility,Base64/encoding patterns in unencrypted traffic,PARTIAL,Encoded data visible if unencrypted,Encoding artifacts,PARTIAL,Encodes data to evade inspection,Encoded payloads in network traffic,YES,Encoded data visible in payload/headers,Base64/Hex strings
T1095,Non-Application Layer Protocol,"Adversaries may use an OSI non-application layer protocol for communication between host and C2 server or among infected hosts within a network. The list of possible protocols is extensive.(Citation: Wikipedia OSI) Specific examples include use of network layer protocols, such as the Internet Contro...",command-and-control,"ESXi, Linux, macOS, Network Devices, Windows",1,0,1,Rare,20.4,QakBot,,QakBot,YES,Non-application layer protocols visible at packet level,"ICMP anomalies, raw protocol usage",YES,Non-app layer C2 generates traffic,"ICMP, raw payloads",YES,Uses ICMP/custom protocols for C2,ICMP or protocol traffic anomalies,YES,Raw TCP/UDP/ICMP C2 visible,"ICMP payload, unknown TCP/UDP"
T1132.002,Non-Standard Encoding,Adversaries may encode data with a non-standard data encoding system to make the content of command and control traffic more difficult to detect. Command and control (C2) information can be encoded using a non-standard data encoding system that diverges from existing protocol specifications. Non-sta...,command-and-control,"ESXi, Linux, macOS, Windows",1,0,1,Rare,20.4,Bankshot,,Bankshot,PARTIAL,Non-standard encoding hard to detect without payload access,Protocol structure anomalies,PARTIAL,Non-standard encoding in payloads,Unusual patterns,PARTIAL,Uses non?standard encoding schemes,Unusual encoding patterns in packets,YES,Custom encoding visible as anomaly,"High entropy, non-compliant Proto"
T1559.001,Component Object Model,"Adversaries may use the Windows Component Object Model (COM) for local code execution. COM is an inter-process communication (IPC) component of the native Windows application programming interface (API) that enables interaction between software objects, or executable code that implements one or more...",execution,Windows,2,0,2,Medium,20.4,"TrickBot, Ursnif",,"TrickBot, Ursnif",NO,COM execution is local inter-process operation,None,NO,Local COM execution no network traffic,None,NO,Executes via COM locally,None,PARTIAL,Remote DCOM visible; local COM invisible,DCOM/RPC traffic
T1558.003,Kerberoasting,Adversaries may abuse a valid Kerberos ticket-granting ticket (TGT) or sniff network traffic to obtain a ticket-granting service (TGS) ticket that may be vulnerable to [Brute Force](https://attack.mitre.org/techniques/T1110).(Citation: Empire InvokeKerberoast Oct 2016)(Citation: AdSecurity Cracking ...,credential-access,Windows,1,1,0,Rare,19.4,Indrik Spider,Indrik Spider,,PARTIAL,Kerberoasting generates suspicious TGS requests,Unusual service ticket requests,YES,Kerberos TGS requests observable,SPN ticket requests,PARTIAL,Kerberoasting via ticket requests,High-volume Kerberos TGS requests,YES,RC4-HMAC TGS-REQ visible in Kerberos,"Kerberos TGS-REQ, EncType 0x17"
T1505.003,Web Shell,Adversaries may backdoor web servers with web shells to establish persistent access to systems. A Web shell is a Web script that is placed on an openly accessible Web server to allow an adversary to access the Web server as a gateway into a network. A Web shell may provide a set of functions to exec...,persistence,"Linux, macOS, Network Devices, Windows",1,1,0,Rare,19.4,APT38,APT38,,PARTIAL,Web shell access may generate unusual HTTP patterns,"Unusual POST requests, shell command patterns",PARTIAL,Web shell access via web requests,Anomalous web traffic,YES,Web shell interactions over HTTP,HTTP POSTs to web shell,YES,Traffic to shell page visible (HTTP),HTTP POST to .aspx/.php
T1110.003,Password Spraying,"Adversaries may use a single or small list of commonly used passwords against many different accounts to attempt to acquire valid account credentials. Password spraying uses one password (e.g. 'Password01'), or a small list of commonly used passwords, that may match the complexity policy of the doma...",credential-access,"Containers, ESXi, IaaS, Identity Provider, Linux, Network Devices, Office Suite, SaaS, Windows, macOS",1,1,0,Rare,19.4,Lazarus Group,Lazarus Group,,YES,Password spraying generates multiple auth attempts,Auth failure patterns across accounts,PARTIAL,Spraying generates auth attempts,Login failure patterns,YES,Password spraying across many accounts,High-volume authentication attempts,YES,Volume of failed auths across accounts,Kerberos/NTLM failure 0xC000006A
T1136,Create Account,"Adversaries may create an account to maintain access to victim systems.(Citation: Symantec WastedLocker June 2020) With a sufficient level of access, creating such accounts may be used to establish secondary credentialed access that do not require persistent remote access tools to be deployed on the...",persistence,"Windows, IaaS, Linux, macOS, Network Devices, Containers, SaaS, Office Suite, Identity Provider, ESXi",1,1,0,Rare,19.4,Indrik Spider,Indrik Spider,,NO,Account creation is local directory operation,None,NO,Local account creation no network traffic,None,NO,Creates user accounts locally,None,PARTIAL,Domain account creation visible in AD,LDAP add operation
T1114.001,Local Email Collection,"Adversaries may target user email on local systems to collect sensitive information. Files containing email data can be acquired from a user’s local system, such as Outlook storage or cache files.

Outlook stores data locally in offline data files with an extension of .ost. Outlook 2010 and later su...",collection,Windows,2,0,2,Medium,19,"Carbanak, QakBot",,"Carbanak, QakBot",NO,Local email collection reads local mail files,None,NO,Local email collection no network traffic,None,NO,Collects local email files,None,NO,Local file access (.ost/.pst) invisible,None
T1557.001,LLMNR/NBT-NS Poisoning and SMB Relay,"By responding to LLMNR/NBT-NS network traffic, adversaries may spoof an authoritative source for name resolution to force communication with an adversary controlled system. This activity may be used to collect or relay authentication materials. 

Link-Local Multicast Name Resolution (LLMNR) and NetB...","credential-access, collection",Windows,1,1,0,Rare,18.7,Lazarus Group,Lazarus Group,,YES,LLMNR/NBT-NS poisoning is visible on network,"Spoofed broadcast responses, responder anomalies",YES,Spoofed responses visible on wire,Response mismatches,YES,Spoofs LLMNR/NBT-NS responses,LLMNR/NBT-NS broadcast anomalies,YES,Spoofed responses visible on wire,"Response source mismatch, unexpected responders"
T1560,Archive Collected Data,An adversary may compress and/or encrypt data that is collected prior to exfiltration. Compressing the data can help to obfuscate the collected data and minimize the amount of data sent over the network.(Citation: DOJ GRU Indictment Jul 2018) Encryption can be used to hide information that is being ...,collection,"Linux, macOS, Windows",1,1,0,Rare,18,Lazarus Group,Lazarus Group,,NO,Archive creation is local file operation,None,NO,Local data archiving no network traffic,None,NO,Archives data locally,None,NO,Local compression is invisible,None
T1125,Video Capture,"An adversary can leverage a computer's peripheral devices (e.g., integrated cameras or webcams) or applications (e.g., video call services) to capture video recordings for the purpose of gathering information. Images may also be captured from devices or applications, potentially in specified interva...",collection,"Windows, macOS, Linux",1,1,0,Rare,18,Silence,Silence,,NO,Video capture is local device operation,None,NO,Local video capture no network traffic,None,NO,Captures video via camera locally,None,NO,Local peripheral access is invisible,None
T1560.002,Archive via Library,"An adversary may compress or encrypt data that is collected prior to exfiltration using 3rd party libraries. Many libraries exist that can archive data, including [Python](https://attack.mitre.org/techniques/T1059/006) rarfile (Citation: PyPI RAR), libzip (Citation: libzip), and zlib (Citation: Zlib...",collection,"Linux, macOS, Windows",1,1,0,Rare,18,Lazarus Group,Lazarus Group,,NO,Archive via library is local file operation,None,NO,Local archiving no network traffic,None,NO,Archives with system library locally,None,NO,Local compression is invisible,None
T1560.003,Archive via Custom Method,"An adversary may compress or encrypt data that is collected prior to exfiltration using a custom method. Adversaries may choose to use custom archival methods, such as encryption with XOR or stream ciphers implemented with no external library or utility references. Custom implementations of well-kno...",collection,"Linux, macOS, Windows",1,1,0,Rare,18,Lazarus Group,Lazarus Group,,NO,Custom archive method is local file operation,None,NO,Local custom archiving no network traffic,None,NO,Archives using custom methods locally,None,NO,Local compression is invisible,None
T1565.001,Stored Data Manipulation,"Adversaries may insert, delete, or manipulate data at rest in order to influence external outcomes or hide activity, thus threatening the integrity of the data.(Citation: FireEye APT38 Oct 2018)(Citation: DOJ Lazarus Sony 2018) By manipulating stored data, adversaries may attempt to affect a busines...",impact,"Linux, macOS, Windows",1,1,0,Rare,16.8,APT38,APT38,,NO,Stored data manipulation is local filesystem operation,None,NO,Local data manipulation no network traffic,None,NO,Alters stored data locally,None,NO,Local file modification is invisible,None
T1565.003,Runtime Data Manipulation,"Adversaries may modify systems in order to manipulate the data as it is accessed and displayed to an end user, thus threatening the integrity of the data.(Citation: FireEye APT38 Oct 2018)(Citation: DOJ Lazarus Sony 2018) By manipulating runtime data, adversaries may attempt to affect a business pro...",impact,"Linux, macOS, Windows",1,1,0,Rare,16.8,APT38,APT38,,NO,Runtime data manipulation is local memory operation,None,NO,Local runtime manipulation no network traffic,None,NO,Manipulates runtime data in memory,None,NO,Local memory manipulation is invisible,None
T1565.002,Transmitted Data Manipulation,"Adversaries may alter data en route to storage or other systems in order to manipulate external outcomes or hide activity, thus threatening the integrity of the data.(Citation: FireEye APT38 Oct 2018)(Citation: DOJ Lazarus Sony 2018) By manipulating transmitted data, adversaries may attempt to affec...",impact,"Linux, macOS, Windows",1,1,0,Rare,16.8,APT38,APT38,,PARTIAL,Transmitted data manipulation may alter network packets,"Packet integrity anomalies, checksum errors",PARTIAL,Modified traffic shows inconsistencies,Protocol anomalies,PARTIAL,Alters data in transit,Packet tampering anomalies,YES,Man-in-the-Middle modification visible,"TCP sequence/ack anomalies, retransmits"
T1561.001,Disk Content Wipe,"Adversaries may erase the contents of storage devices on specific systems or in large numbers in a network to interrupt availability to system and network resources.

Adversaries may partially or completely overwrite the contents of a storage device rendering the data irrecoverable through the stora...",impact,"Linux, Network Devices, Windows, macOS",1,1,0,Rare,16.8,Lazarus Group,Lazarus Group,,NO,Disk content wipe is local disk operation,None,NO,Local disk wipe no network traffic,None,NO,Wipes disk contents locally,None,NO,Local disk wipe is invisible,None
T1657,Financial Theft,"Adversaries may steal monetary resources from targets through extortion, social engineering, technical theft, or other methods aimed at their own financial gain at the expense of the availability of these resources for victims. Financial theft is the ultimate objective of several popular campaign ty...",impact,"Linux, macOS, Office Suite, SaaS, Windows",1,1,0,Rare,16.8,Malteiro,Malteiro,,PARTIAL,Financial theft may show in transaction traffic,"Unusual transaction patterns, destinations",NO,Local theft no network traffic,None,NO,Performs financial theft via legitimate channels,None,PARTIAL,Traffic to banking sites visible,SSL flow to banking domains
T1491.001,Internal Defacement,"An adversary may deface systems internal to an organization in an attempt to intimidate or mislead users, thus discrediting the integrity of the systems. This may take the form of modifications to internal websites or server login messages, or directly to user systems with the replacement of the des...",impact,"ESXi, Linux, macOS, Windows",1,1,0,Rare,16.8,Lazarus Group,Lazarus Group,,NO,Internal defacement is local content modification,None,NO,Local defacement no network traffic,None,NO,Defaces internal sites locally,None,NO,Local wallpaper change is invisible,None
T1583,Acquire Infrastructure,"Adversaries may buy, lease, rent, or obtain infrastructure that can be used during targeting. A wide variety of infrastructure exists for hosting and orchestrating adversary operations. Infrastructure solutions include physical or cloud servers, domains, and third-party web services.(Citation: Trend...",resource-development,PRE,1,1,0,Rare,16,Indrik Spider,Indrik Spider,,NO,Infrastructure acquisition occurs outside target network,None,NO,Pre-attack acquisition no victim network,None,NO,Acquires infrastructure assets offline,None,NO,Out of band activity,None
T1588.004,Digital Certificates,"Adversaries may buy and/or steal SSL/TLS certificates that can be used during targeting. SSL/TLS certificates are designed to instill trust. They include information about the key, information about its owner's identity, and the digital signature of an entity that has verified the certificate's cont...",resource-development,PRE,1,1,0,Rare,16,Lazarus Group,Lazarus Group,,NO,Certificate acquisition occurs outside target network,None,NO,Pre-attack cert acquisition no victim network,None,NO,Obtains digital certificates offline,None,NO,Out of band activity,None
T1583.006,Web Services,"Adversaries may register for web services that can be used during targeting. A variety of popular websites exist for adversaries to register for a web-based service that can be abused during later stages of the adversary lifecycle, such as during Command and Control ([Web Service](https://attack.mit...",resource-development,PRE,1,1,0,Rare,16,Lazarus Group,Lazarus Group,,NO,Web service registration occurs outside target network,None,NO,Pre-attack service registration no victim network,None,NO,Acquires web services resources,None,NO,Out of band activity,None
T1608.001,Upload Malware,"Adversaries may upload malware to third-party or adversary controlled infrastructure to make it accessible during targeting. Malicious software can include payloads, droppers, post-compromise tools, backdoors, and a variety of other malicious content. Adversaries may upload malware to support their ...",resource-development,PRE,1,1,0,Rare,16,TA505,TA505,,NO,Malware upload to staging occurs outside target network,None,NO,Pre-attack malware upload no victim network,None,PARTIAL,Uploads malware to sites,File upload traffic to hosting services,YES,Upload traffic visible if monitored,HTTP POST/PUT of malware
T1585.001,Social Media Accounts,"Adversaries may create and cultivate social media accounts that can be used during targeting. Adversaries can create social media accounts that can be used to build a persona to further operations. Persona development consists of the development of public information, presence, history and appropria...",resource-development,PRE,1,1,0,Rare,16,Lazarus Group,Lazarus Group,,NO,Social media account creation occurs outside target,None,NO,Pre-attack account creation no victim network,None,NO,Gets social media accounts offline,None,NO,Out of band activity,None
T1091,Replication Through Removable Media,"Adversaries may move onto systems, possibly those on disconnected or air-gapped networks, by copying malware to removable media and taking advantage of Autorun features when the media is inserted into a system and executes. In the case of Lateral Movement, this may occur through modification of exec...","lateral-movement, initial-access",Windows,2,0,2,Medium,15.5,"QakBot, Ursnif",,"QakBot, Ursnif",NO,Removable media execution is local autorun,None,NO,Removable media replication no network,None,NO,Spreads via removable media,None,NO,USB file transfer invisible to NIDS,None
T1059,Command and Scripting Interpreter,"Adversaries may abuse command and script interpreters to execute commands, scripts, or binaries. These interfaces and languages provide ways of interacting with computer systems and are a common feature across many different platforms. Most systems come with some built-in command-line interface and ...",execution,"ESXi, IaaS, Identity Provider, Linux, macOS, Network Devices, Office Suite, Windows",1,0,1,Rare,15.4,Zeus Panda,,Zeus Panda,NO,Command interpreter execution is local process launch,None,NO,Local interpreter use no network traffic,None,NO,Executes scripts/commands locally,None,NO,Local execution is invisible,None
T1110.004,Credential Stuffing,"Adversaries may use credentials obtained from breach dumps of unrelated accounts to gain access to target accounts through credential overlap. Occasionally, large numbers of username and password pairs are dumped online when a website or service is compromised and the user account credentials access...",credential-access,"Windows, SaaS, IaaS, Linux, macOS, Containers, Network Devices, Office Suite, Identity Provider, ESXi",1,0,1,Rare,15.4,TrickBot,,TrickBot,YES,Credential stuffing generates bulk auth attempts,"High-volume auth attempts, failure rates",PARTIAL,Stuffing generates auth attempts,Login attempts patterns,YES,Stuffing credentials across sites,Multiple credential attempts patterns,YES,High volume of login attempts visible,High rate of auth requests
T1539,Steal Web Session Cookie,An adversary may steal web application or service session cookies and use them to gain access to web applications or Internet services as an authenticated user without needing credentials. Web applications and services often use session cookies as an authentication token after a user has authenticat...,credential-access,"Linux, Office Suite, SaaS, Windows, macOS",1,0,1,Rare,15.4,QakBot,,QakBot,NO,Session cookie theft is local browser data access,None,NO,Local cookie steal no network traffic,None,PARTIAL,Steals web session cookies via network,Cookie exfiltration in HTTP requests,PARTIAL,Cookie reuse visible if unencrypted/anomaly,Cookie without auth flow
T1003,OS Credential Dumping,"Adversaries may attempt to dump credentials to obtain account login and credential material, normally in the form of a hash or a clear text password. Credentials can be obtained from OS caches, memory, or structures.(Citation: Brining MimiKatz to Unix) Credentials can then be used to perform [Latera...",credential-access,"Linux, macOS, Windows",1,0,1,Rare,15.4,Carbanak,,Carbanak,NO,OS credential dumping is local memory/registry operation,None,NO,Local credential dumping no network traffic,None,NO,Dump credentials from OS memory,None,NO,Local memory access is invisible,None
T1552.002,Credentials in Registry,Adversaries may search the Registry on compromised systems for insecurely stored credentials. The Windows Registry stores configuration information that can be used by the system or other programs. Adversaries may query the Registry looking for credentials and passwords that have been stored for use...,credential-access,Windows,1,0,1,Rare,15.4,TrickBot,,TrickBot,NO,Credentials in registry is local registry read,None,NO,Local registry credentials no network traffic,None,NO,Reads credentials from registry,None,NO,Local registry query is invisible,None
T1210,Exploitation of Remote Services,"Adversaries may exploit remote services to gain unauthorized access to internal systems once inside of a network. Exploitation of a software vulnerability occurs when an adversary takes advantage of a programming error in a program, service, or within the operating system software or kernel itself t...",lateral-movement,"Linux, Windows, macOS, ESXi",2,0,2,Medium,15.2,"QakBot, TrickBot",,"QakBot, TrickBot",YES,Remote service exploitation shows exploit traffic,"Exploit signatures, malformed service requests",YES,Remote exploit traffic observable,Exploit payloads,YES,Exploits remote service vulnerabilities,Exploit traffic signatures,YES,Exploit traffic visible against service,Exploit signature against SMB/RDP
T1200,Hardware Additions,"Adversaries may physically introduce computer accessories, networking hardware, or other computing devices into a system or network that can be used as a vector to gain access. Rather than just connecting and distributing payloads via removable storage (i.e. [Replication Through Removable Media](htt...",initial-access,"Windows, Linux, macOS",1,1,0,Rare,14.8,DarkVishnya,DarkVishnya,,NO,Physical hardware addition has no network signature initially,None,NO,Physical hardware addition no network,None,NO,Adds hardware implants physically,None,PARTIAL,New MAC address/DHCP request visible,"New MAC OUI, DHCP lease"
T1566.003,Spearphishing via Service,Adversaries may send spearphishing messages via third-party services in an attempt to gain access to victim systems. Spearphishing via service is a specific variant of spearphishing. It is different from other forms of spearphishing in that it employs the use of third party services rather than dire...,initial-access,"Linux, macOS, Windows",1,1,0,Rare,14.8,Lazarus Group,Lazarus Group,,PARTIAL,Service-based phishing may show third-party comm patterns,Unusual service provider traffic,PARTIAL,Messages via services visible if unencrypted,Service message patterns,PARTIAL,"Phishing via services (chat, social)",Malicious messages over service protocols,YES,Traffic to service visible,Flow to LinkedIn/Facebook
T1195.002,Compromise Software Supply Chain,"Adversaries may manipulate application software prior to receipt by a final consumer for the purpose of data or system compromise. Supply chain compromise of software can take place in a number of ways, including manipulation of the application source code, manipulation of the update/distribution me...",initial-access,"Linux, Windows, macOS",1,1,0,Rare,14.8,Cobalt Group,Cobalt Group,,NO,Supply chain compromise occurs before network visibility,None,NO,Pre-attack supply chain no victim network,None,NO,Compromises software supply chain,None,YES,Download of tainted update visible,Download from compromised source
T1021.002,SMB/Windows Admin Shares,"Adversaries may use [Valid Accounts](https://attack.mitre.org/techniques/T1078) to interact with a remote network share using Server Message Block (SMB). The adversary may then perform actions as the logged-on user.

SMB is a file, printer, and serial port sharing protocol for Windows machines on th...",lateral-movement,Windows,1,1,0,Rare,14.2,Lazarus Group,Lazarus Group,,PARTIAL,SMB/Admin shares show connection patterns,"SMB session patterns, admin share access",PARTIAL,SMB traffic visible but may be encrypted,"SMB connections, auth",PARTIAL,Uses SMB/Windows shares for remote commands,SMB admin share traffic,YES,SMB traffic visible on wire,"SMBv1/2/3 traffic, ADMIN$ access"
